採否	語	content	一致	落とした理由
除外	未解明	自然	1/1	票が 1 件だけ
除外	未解決	法制度	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	末梢	健康	1/1	票が 1 件だけ
除外	末端	情報	1/2	票が 1 件だけ
採用	本人	健康	3/4	
除外	本人確認	情報	1/2	票が 1 件だけ
除外	本人確認書類	交通	1/2	票が 1 件だけ
除外	本体	健康	1/2	票が 1 件だけ
除外	本数	交通	1/1	票が 1 件だけ
除外	本日	仕事	1/1	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	本来	情報	2/6	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	本格的	食事	2/5	性質を指す名詞（形状詞可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	本物	情報	1/1	票が 1 件だけ
除外	本番	学習	1/1	票が 1 件だけ
除外	本籍地	法制度	1/1	票が 1 件だけ
除外	本能	自然	2/2	票が 2 件だけ
採用	本質	仕事	3/6	
除外	本質的	仕事	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	本部	法制度	1/1	票が 1 件だけ
除外	材料	自然	2/6	票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	材質	住居	1/1	票が 1 件だけ
除外	条件	法制度	7/23	首位の占有率 30% が閾値未満
除外	条項	法制度	3/7	首位の占有率 43% が閾値未満
除外	来年	仕事	1/2	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	来週	学習	1/2	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	東南	金銭	1/1	票が 1 件だけ
除外	東名	交通	1/1	票が 1 件だけ
除外	松葉	身体	1/1	票が 1 件だけ
除外	板金	交通	1/1	票が 1 件だけ
除外	枚数	仕事	1/2	票が 1 件だけ
除外	果汁	食事	1/1	票が 1 件だけ
除外	果物	自然	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	枠組み	学習	1/1	票が 1 件だけ
除外	枯渇	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	染色	自然	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	染色体	健康	1/1	票が 1 件だけ
除外	柔軟性	身体	3/9	首位の占有率 33% が閾値未満
除外	査定	住居	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	査読	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	栄養	自然	6/18	首位の占有率 33% が閾値未満
除外	栄養価	食事	1/1	票が 1 件だけ
除外	栄養分	自然	1/1	票が 1 件だけ
除外	栄養士	食事	1/1	票が 1 件だけ
採用	栄養素	食事	4/5	
除外	校則	学習	1/1	票が 1 件だけ
除外	校外	交通	1/2	票が 1 件だけ
除外	校正	金銭	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	校長	学習	1/1	票が 1 件だけ
除外	株主	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	株価	金銭	2/2	票が 2 件だけ
採用	株式	金銭	3/4	
除外	株式市場	金銭	1/1	票が 1 件だけ
除外	核心	学習	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	核酸	法制度	1/1	票が 1 件だけ
除外	根元	自然	2/2	票が 2 件だけ
除外	根底	努力	1/1	票が 1 件だけ
除外	根拠	法制度	4/13	首位の占有率 31% が閾値未満
除外	根本	健康	1/2	票が 1 件だけ
除外	根本的	健康	7/23	性質を指す名詞（形状詞可能）; 首位の占有率 30% が閾値未満
採用	根気	健康	3/5	
除外	根腐れ	自然	1/1	票が 1 件だけ
除外	根菜類	食事	1/1	票が 1 件だけ
除外	格差	自然	1/1	票が 1 件だけ
除外	栽培	食事	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	案件	仕事	3/8	首位の占有率 38% が閾値未満
除外	梅雨	自然	1/1	票が 1 件だけ
除外	梗塞	身体	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	梨状	身体	2/2	票が 2 件だけ
除外	梱包	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	棚卸し	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	森林	自然	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	椅子	健康	1/1	票が 1 件だけ
採用	植物	自然	4/5	
除外	植物性	自然	2/3	票が 2 件だけ
除外	椎体	身体	2/3	票が 2 件だけ
除外	検出	健康	4/12	動作を指す名詞（サ変可能）; 首位の占有率 33% が閾値未満
除外	検定	情報	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	検察官	法制度	1/1	票が 1 件だけ
除外	検査	健康	22/37	動作を指す名詞（サ変可能）
採用	検査結果	健康	7/9	
除外	検知	情報	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	検索	交通	3/6	動作を指す名詞（サ変可能）
除外	検討	健康	22/104	動作を指す名詞（サ変可能）; 首位の占有率 21% が閾値未満
除外	検討中	情報	1/2	票が 1 件だけ
除外	検診	健康	3/3	動作を指す名詞（サ変可能）
除外	検証	法制度	7/22	動作を指す名詞（サ変可能）; 首位の占有率 32% が閾値未満
除外	検針	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	検針票	法制度	1/1	票が 1 件だけ
除外	業務	仕事	3/9	首位の占有率 33% が閾値未満
除外	業務内容	仕事	2/2	票が 2 件だけ
除外	業務効率	仕事	1/2	票が 1 件だけ
除外	業務効率化	仕事	2/4	票が 2 件だけ
採用	業界	仕事	5/8	
除外	業種	法制度	1/2	票が 1 件だけ
除外	業績	仕事	2/3	票が 2 件だけ
除外	業者	法制度	1/2	票が 1 件だけ
除外	極端	自然	2/6	性質を指す名詞（形状詞可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	極限	自然	1/1	票が 1 件だけ
除外	楽しみ	健康	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	楽観主義	努力	1/1	票が 1 件だけ
除外	概ね	食事	2/3	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ
除外	概念	情報	7/28	首位の占有率 25% が閾値未満
除外	概要	法制度	1/1	票が 1 件だけ
除外	概要書	住居	1/2	票が 1 件だけ
除外	構内	交通	2/2	票が 2 件だけ
除外	構図	情報	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	構想	金銭	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	構成	仕事	4/18	動作を指す名詞（サ変可能）; 首位の占有率 22% が閾値未満
除外	構成要素	身体	1/1	票が 1 件だけ
除外	構文	学習	1/1	票が 1 件だけ
除外	構築	仕事	8/37	動作を指す名詞（サ変可能）; 首位の占有率 22% が閾値未満
除外	構造	自然	8/37	首位の占有率 22% が閾値未満
除外	構造化	家族	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	構造物	身体	1/2	票が 1 件だけ
除外	構造的	状態	1/2	票が 1 件だけ
除外	様子	自然	2/6	票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	様式	身体	1/2	票が 1 件だけ
除外	標準	健康	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	標準化	健康	1/2	票が 1 件だけ
除外	標準的	情報	2/6	性質を指す名詞（形状詞可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	標的	自然	2/4	票が 2 件だけ
除外	標識	法制度	2/3	票が 2 件だけ
除外	標高	食事	1/2	票が 1 件だけ
除外	模倣	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	模様	食事	1/1	票が 1 件だけ
除外	模索	金銭	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	模試	学習	1/1	票が 1 件だけ
除外	権利	法制度	4/11	首位の占有率 36% が閾値未満
除外	権力	学習	1/1	票が 1 件だけ
除外	権限	情報	3/7	首位の占有率 43% が閾値未満
除外	横軸	仕事	1/1	票が 1 件だけ
除外	樹種	自然	1/1	票が 1 件だけ
除外	機会	仕事	8/23	首位の占有率 35% が閾値未満
除外	機体	交通	2/2	票が 2 件だけ
採用	機器	情報	3/5	
除外	機密	情報	1/1	票が 1 件だけ
除外	機序	健康	2/3	票が 2 件だけ
除外	機材	健康	1/2	票が 1 件だけ
除外	機械	健康	2/4	票が 2 件だけ
採用	機械学習	情報	3/5	
除外	機械的	仕事	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	機構	自然	4/9	首位の占有率 44% が閾値未満
除外	機種	食事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	機能	健康	28/91	動作を指す名詞（サ変可能）; 首位の占有率 31% が閾値未満
除外	機能性	住居	1/2	票が 1 件だけ
除外	機能的	自然	1/2	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	機関	法制度	3/11	首位の占有率 27% が閾値未満
除外	欠乏	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	欠如	努力	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	欠損	健康	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	欠点	情報	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	次世代	金銭	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	次元	身体	2/4	票が 2 件だけ
除外	次回	情報	1/5	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ; 首位の占有率 20% が閾値未満
除外	次第	情報	1/2	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	欺瞞	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	止め	健康	2/3	名詞でない（動詞）; 票が 2 件だけ
除外	正則化	情報	2/3	票が 2 件だけ
除外	正常	健康	4/9	性質を指す名詞（形状詞可能）; 首位の占有率 44% が閾値未満
除外	正当化	法制度	2/2	票が 2 件だけ
除外	正確	健康	12/58	性質を指す名詞（形状詞可能）; 首位の占有率 21% が閾値未満
除外	正確性	仕事	1/2	票が 1 件だけ
除外	正義	自然	1/1	品詞から取れる（人名 → #人）; 票が 1 件だけ
除外	正規	情報	1/2	票が 1 件だけ
除外	正規化	情報	2/2	票が 2 件だけ
除外	正解	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	武器	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	歩行	状態	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	歩行者	交通	2/2	票が 2 件だけ
除外	歪み	交通	1/2	票が 1 件だけ
除外	歯周	健康	1/1	票が 1 件だけ
採用	歴史	学習	3/5	
除外	歴史的	状態	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	死亡	法制度	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	死因	法制度	1/1	票が 1 件だけ
除外	死後	法制度	1/1	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	死活	身体	1/1	票が 1 件だけ
除外	死滅	自然	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
採用	残り	食事	3/6	
除外	残存	健康	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	残業代	法制度	1/1	票が 1 件だけ
除外	残業時間	仕事	2/3	票が 2 件だけ
除外	残渣	食事	2/3	票が 2 件だけ
除外	残留	住居	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	残量	情報	1/1	票が 1 件だけ
除外	段ボール	交通	1/2	票が 1 件だけ
除外	段差	住居	1/1	票が 1 件だけ
除外	段階	仕事	14/69	首位の占有率 20% が閾値未満
除外	段階的	仕事	1/4	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	母親	家族	1/1	票が 1 件だけ
除外	毎回	食事	2/7	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ; 首位の占有率 29% が閾値未満
除外	毎年	交通	1/2	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	毎日	健康	3/12	品詞から取れる（副詞可能 → #時間）; 首位の占有率 25% が閾値未満
除外	毎晩	食事	2/3	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ
除外	毎月	法制度	3/7	品詞から取れる（副詞可能 → #時間）; 首位の占有率 43% が閾値未満
除外	毎週	食事	1/1	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	毒性	健康	1/1	票が 1 件だけ
除外	毒物	法制度	1/1	票が 1 件だけ
除外	比率	健康	1/2	票が 1 件だけ
除外	比較	法制度	7/30	動作を指す名詞（サ変可能）; 首位の占有率 23% が閾値未満
除外	比較的	情報	4/22	性質を指す名詞（形状詞可能）; 首位の占有率 18% が閾値未満
除外	毛穴	健康	1/2	票が 1 件だけ
採用	毛髪	法制度	3/3	
除外	氏名	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	民事	交通	1/2	票が 1 件だけ
除外	民族	自然	1/1	票が 1 件だけ
除外	民法	法制度	2/3	票が 2 件だけ
除外	民生委員	交通	1/2	票が 1 件だけ
除外	気候	自然	2/3	票が 2 件だけ
除外	気分	健康	2/4	票が 2 件だけ
除外	気分転換	食事	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	気化	住居	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	気味	状態	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	気圧	自然	1/1	票が 1 件だけ
除外	気孔	自然	1/1	票が 1 件だけ
除外	気持ち	仕事	4/16	首位の占有率 25% が閾値未満
除外	気泡	食事	2/2	票が 2 件だけ
除外	気温	学習	1/1	票が 1 件だけ
除外	気管支	健康	1/2	票が 1 件だけ
除外	気虚	健康	1/1	票が 1 件だけ
除外	気象	自然	2/4	票が 2 件だけ
除外	気象学	自然	1/1	票が 1 件だけ
除外	気象庁	交通	1/2	票が 1 件だけ
除外	気質	食事	1/1	票が 1 件だけ
除外	水はけ	自然	1/1	票が 1 件だけ
除外	水やり	自然	1/1	票が 1 件だけ
除外	水中	自然	2/2	票が 2 件だけ
除外	水冷	食事	1/1	票が 1 件だけ
除外	水分	健康	6/14	首位の占有率 43% が閾値未満
除外	水圧	自然	1/1	票が 1 件だけ
除外	水垢	住居	2/2	票が 2 件だけ
除外	水平	健康	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	水平線	金銭	1/1	票が 1 件だけ
除外	水底	自然	1/1	票が 1 件だけ
除外	水換え	自然	1/1	票が 1 件だけ
除外	水族館	自然	1/1	票が 1 件だけ
除外	水曜日	身体	1/2	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	水槽	自然	1/2	票が 1 件だけ
除外	水流	自然	1/1	票が 1 件だけ
除外	水温	食事	2/6	票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	水腎症	健康	1/1	票が 1 件だけ
除外	水蒸気	自然	1/1	票が 1 件だけ
除外	水資源	自然	1/1	票が 1 件だけ
除外	水質	自然	2/2	票が 2 件だけ
除外	水酸化	健康	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	求人	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	汎化	情報	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	汎用性	交通	1/2	票が 1 件だけ
